source,target,season,team
Dante Cunningham,J.J. Barea,2013-14,MIN
Dante Cunningham,Luc Mbah a Moute,2013-14,MIN
Dante Cunningham,Kevin Love,2013-14,MIN
Dante Cunningham,Kevin Martin,2013-14,MIN
Corey Brewer,Chase Budinger,2013-14,MIN
Corey Brewer,Gorgui Dieng,2013-14,MIN
Corey Brewer,J.J. Barea,2013-14,MIN
Corey Brewer,Luc Mbah a Moute,2013-14,MIN
Corey Brewer,Kevin Love,2013-14,MIN
Corey Brewer,Kevin Martin,2013-14,MIN
Chase Budinger,Gorgui Dieng,2013-14,MIN
Chase Budinger,J.J. Barea,2013-14,MIN
Chase Budinger,Luc Mbah a Moute,2013-14,MIN
Chase Budinger,Kevin Love,2013-14,MIN
Chase Budinger,Kevin Martin,2013-14,MIN
Gorgui Dieng,J.J. Barea,2013-14,MIN
Gorgui Dieng,Luc Mbah a Moute,2013-14,MIN
Gorgui Dieng,Kevin Love,2013-14,MIN
Gorgui Dieng,Kevin Martin,2013-14,MIN
J.J. Barea,Luc Mbah a Moute,2013-14,MIN
J.J. Barea,Kevin Love,2013-14,MIN
J.J. Barea,Kevin Martin,2013-14,MIN
Luc Mbah a Moute,Kevin Love,2013-14,MIN
Luc Mbah a Moute,Kevin Martin,2013-14,MIN
Kevin Love,Kevin Martin,2013-14,MIN
Zach LaVine,Andrew Wiggins,2014-15,MIN
Zach LaVine,Anthony Bennett,2014-15,MIN
Zach LaVine,Chase Budinger,2014-15,MIN
Zach LaVine,Justin Hamilton,2014-15,MIN
Zach LaVine,Kevin Garnett,2014-15,MIN
Zach LaVine,Gorgui Dieng,2014-15,MIN
Zach LaVine,Gary Neal,2014-15,MIN
Zach LaVine,Robbie Hummel,2014-15,MIN
Andrew Wiggins,Anthony Bennett,2014-15,MIN
Andrew Wiggins,Chase Budinger,2014-15,MIN
Andrew Wiggins,Justin Hamilton,2014-15,MIN
Andrew Wiggins,Kevin Garnett,2014-15,MIN
Andrew Wiggins,Gorgui Dieng,2014-15,MIN
Andrew Wiggins,Gary Neal,2014-15,MIN
Andrew Wiggins,Robbie Hummel,2014-15,MIN
Anthony Bennett,Chase Budinger,2014-15,MIN
Anthony Bennett,Justin Hamilton,2014-15,MIN
Anthony Bennett,Kevin Garnett,2014-15,MIN
Anthony Bennett,Gorgui Dieng,2014-15,MIN
Anthony Bennett,Gary Neal,2014-15,MIN
Anthony Bennett,Robbie Hummel,2014-15,MIN
Chase Budinger,Justin Hamilton,2014-15,MIN
Chase Budinger,Kevin Garnett,2014-15,MIN
Chase Budinger,Gorgui Dieng,2014-15,MIN
Chase Budinger,Gary Neal,2014-15,MIN
Chase Budinger,Robbie Hummel,2014-15,MIN
Justin Hamilton,Kevin Garnett,2014-15,MIN
Justin Hamilton,Gorgui Dieng,2014-15,MIN
Justin Hamilton,Gary Neal,2014-15,MIN
Justin Hamilton,Robbie Hummel,2014-15,MIN
Kevin Garnett,Gorgui Dieng,2014-15,MIN
Kevin Garnett,Gary Neal,2014-15,MIN
Kevin Garnett,Robbie Hummel,2014-15,MIN
Gorgui Dieng,Gary Neal,2014-15,MIN
Gorgui Dieng,Robbie Hummel,2014-15,MIN
Gary Neal,Robbie Hummel,2014-15,MIN
Ricky Rubio,Nemanja Bjelica,2015-16,MIN
Ricky Rubio,Karl-Anthony Towns,2015-16,MIN
Ricky Rubio,Andrew Wiggins,2015-16,MIN
Ricky Rubio,Adreian Payne,2015-16,MIN
Ricky Rubio,Tayshaun Prince,2015-16,MIN
Ricky Rubio,Shabazz Muhammad,2015-16,MIN
Ricky Rubio,Zach LaVine,2015-16,MIN
Ricky Rubio,Gorgui Dieng,2015-16,MIN
Nemanja Bjelica,Karl-Anthony Towns,2015-16,MIN
Nemanja Bjelica,Andrew Wiggins,2015-16,MIN
Nemanja Bjelica,Adreian Payne,2015-16,MIN
Nemanja Bjelica,Tayshaun Prince,2015-16,MIN
Nemanja Bjelica,Shabazz Muhammad,2015-16,MIN
Nemanja Bjelica,Zach LaVine,2015-16,MIN
Nemanja Bjelica,Gorgui Dieng,2015-16,MIN
Karl-Anthony Towns,Andrew Wiggins,2015-16,MIN
Karl-Anthony Towns,Adreian Payne,2015-16,MIN
Karl-Anthony Towns,Tayshaun Prince,2015-16,MIN
Karl-Anthony Towns,Shabazz Muhammad,2015-16,MIN
Karl-Anthony Towns,Zach LaVine,2015-16,MIN
Karl-Anthony Towns,Gorgui Dieng,2015-16,MIN
Andrew Wiggins,Adreian Payne,2015-16,MIN
Andrew Wiggins,Tayshaun Prince,2015-16,MIN
Andrew Wiggins,Shabazz Muhammad,2015-16,MIN
Andrew Wiggins,Zach LaVine,2015-16,MIN
Andrew Wiggins,Gorgui Dieng,2015-16,MIN
Adreian Payne,Tayshaun Prince,2015-16,MIN
Adreian Payne,Shabazz Muhammad,2015-16,MIN
Adreian Payne,Zach LaVine,2015-16,MIN
Adreian Payne,Gorgui Dieng,2015-16,MIN
Tayshaun Prince,Shabazz Muhammad,2015-16,MIN
Tayshaun Prince,Zach LaVine,2015-16,MIN
Tayshaun Prince,Gorgui Dieng,2015-16,MIN
Shabazz Muhammad,Zach LaVine,2015-16,MIN
Shabazz Muhammad,Gorgui Dieng,2015-16,MIN
Zach LaVine,Gorgui Dieng,2015-16,MIN
Andrew Wiggins,Tyus Jones,2016-17,MIN
Andrew Wiggins,Zach LaVine,2016-17,MIN
Andrew Wiggins,Kris Dunn,2016-17,MIN
Andrew Wiggins,Karl-Anthony Towns,2016-17,MIN
Andrew Wiggins,Brandon Rush,2016-17,MIN
Andrew Wiggins,Shabazz Muhammad,2016-17,MIN
Andrew Wiggins,Ricky Rubio,2016-17,MIN
Andrew Wiggins,Nemanja Bjelica,2016-17,MIN
Andrew Wiggins,Cole Aldrich,2016-17,MIN
Andrew Wiggins,Gorgui Dieng,2016-17,MIN
Tyus Jones,Zach LaVine,2016-17,MIN
Tyus Jones,Kris Dunn,2016-17,MIN
Tyus Jones,Karl-Anthony Towns,2016-17,MIN
Tyus Jones,Brandon Rush,2016-17,MIN
Tyus Jones,Shabazz Muhammad,2016-17,MIN
Tyus Jones,Ricky Rubio,2016-17,MIN
Tyus Jones,Nemanja Bjelica,2016-17,MIN
Tyus Jones,Cole Aldrich,2016-17,MIN
Tyus Jones,Gorgui Dieng,2016-17,MIN
Zach LaVine,Kris Dunn,2016-17,MIN
Zach LaVine,Karl-Anthony Towns,2016-17,MIN
Zach LaVine,Brandon Rush,2016-17,MIN
Zach LaVine,Shabazz Muhammad,2016-17,MIN
Zach LaVine,Ricky Rubio,2016-17,MIN
Zach LaVine,Nemanja Bjelica,2016-17,MIN
Zach LaVine,Cole Aldrich,2016-17,MIN
Zach LaVine,Gorgui Dieng,2016-17,MIN
Kris Dunn,Karl-Anthony Towns,2016-17,MIN
Kris Dunn,Brandon Rush,2016-17,MIN
Kris Dunn,Shabazz Muhammad,2016-17,MIN
Kris Dunn,Ricky Rubio,2016-17,MIN
Kris Dunn,Nemanja Bjelica,2016-17,MIN
Kris Dunn,Cole Aldrich,2016-17,MIN
Kris Dunn,Gorgui Dieng,2016-17,MIN
Karl-Anthony Towns,Brandon Rush,2016-17,MIN
Karl-Anthony Towns,Shabazz Muhammad,2016-17,MIN
Karl-Anthony Towns,Ricky Rubio,2016-17,MIN
Karl-Anthony Towns,Nemanja Bjelica,2016-17,MIN
Karl-Anthony Towns,Cole Aldrich,2016-17,MIN
Karl-Anthony Towns,Gorgui Dieng,2016-17,MIN
Brandon Rush,Shabazz Muhammad,2016-17,MIN
Brandon Rush,Ricky Rubio,2016-17,MIN
Brandon Rush,Nemanja Bjelica,2016-17,MIN
Brandon Rush,Cole Aldrich,2016-17,MIN
Brandon Rush,Gorgui Dieng,2016-17,MIN
Shabazz Muhammad,Ricky Rubio,2016-17,MIN
Shabazz Muhammad,Nemanja Bjelica,2016-17,MIN
Shabazz Muhammad,Cole Aldrich,2016-17,MIN
Shabazz Muhammad,Gorgui Dieng,2016-17,MIN
Ricky Rubio,Nemanja Bjelica,2016-17,MIN
Ricky Rubio,Cole Aldrich,2016-17,MIN
Ricky Rubio,Gorgui Dieng,2016-17,MIN
Nemanja Bjelica,Cole Aldrich,2016-17,MIN
Nemanja Bjelica,Gorgui Dieng,2016-17,MIN
Cole Aldrich,Gorgui Dieng,2016-17,MIN
Gorgui Dieng,Andrew Wiggins,2017-18,MIN
Gorgui Dieng,Nemanja Bjelica,2017-18,MIN
Gorgui Dieng,Tyus Jones,2017-18,MIN
Gorgui Dieng,Taj Gibson,2017-18,MIN
Gorgui Dieng,Jimmy Butler,2017-18,MIN
Gorgui Dieng,Jeff Teague,2017-18,MIN
Gorgui Dieng,Jamal Crawford,2017-18,MIN
Gorgui Dieng,Marcus Georges-Hunt,2017-18,MIN
Gorgui Dieng,Karl-Anthony Towns,2017-18,MIN
Andrew Wiggins,Nemanja Bjelica,2017-18,MIN
Andrew Wiggins,Tyus Jones,2017-18,MIN
Andrew Wiggins,Taj Gibson,2017-18,MIN
Andrew Wiggins,Jimmy Butler,2017-18,MIN
Andrew Wiggins,Jeff Teague,2017-18,MIN
Andrew Wiggins,Jamal Crawford,2017-18,MIN
Andrew Wiggins,Marcus Georges-Hunt,2017-18,MIN
Andrew Wiggins,Karl-Anthony Towns,2017-18,MIN
Nemanja Bjelica,Tyus Jones,2017-18,MIN
Nemanja Bjelica,Taj Gibson,2017-18,MIN
Nemanja Bjelica,Jimmy Butler,2017-18,MIN
Nemanja Bjelica,Jeff Teague,2017-18,MIN
Nemanja Bjelica,Jamal Crawford,2017-18,MIN
Nemanja Bjelica,Marcus Georges-Hunt,2017-18,MIN
Nemanja Bjelica,Karl-Anthony Towns,2017-18,MIN
Tyus Jones,Taj Gibson,2017-18,MIN
Tyus Jones,Jimmy Butler,2017-18,MIN
Tyus Jones,Jeff Teague,2017-18,MIN
Tyus Jones,Jamal Crawford,2017-18,MIN
Tyus Jones,Marcus Georges-Hunt,2017-18,MIN
Tyus Jones,Karl-Anthony Towns,2017-18,MIN
Taj Gibson,Jimmy Butler,2017-18,MIN
Taj Gibson,Jeff Teague,2017-18,MIN
Taj Gibson,Jamal Crawford,2017-18,MIN
Taj Gibson,Marcus Georges-Hunt,2017-18,MIN
Taj Gibson,Karl-Anthony Towns,2017-18,MIN
Jimmy Butler,Jeff Teague,2017-18,MIN
Jimmy Butler,Jamal Crawford,2017-18,MIN
Jimmy Butler,Marcus Georges-Hunt,2017-18,MIN
Jimmy Butler,Karl-Anthony Towns,2017-18,MIN
Jeff Teague,Jamal Crawford,2017-18,MIN
Jeff Teague,Marcus Georges-Hunt,2017-18,MIN
Jeff Teague,Karl-Anthony Towns,2017-18,MIN
Jamal Crawford,Marcus Georges-Hunt,2017-18,MIN
Jamal Crawford,Karl-Anthony Towns,2017-18,MIN
Marcus Georges-Hunt,Karl-Anthony Towns,2017-18,MIN
Gorgui Dieng,Jeff Teague,2018-19,MIN
Gorgui Dieng,Andrew Wiggins,2018-19,MIN
Gorgui Dieng,Anthony Tolliver,2018-19,MIN
Gorgui Dieng,Derrick Rose,2018-19,MIN
Gorgui Dieng,Dario Saric,2018-19,MIN
Gorgui Dieng,Taj Gibson,2018-19,MIN
Gorgui Dieng,Tyus Jones,2018-19,MIN
Gorgui Dieng,Josh Okogie,2018-19,MIN
Gorgui Dieng,Karl-Anthony Towns,2018-19,MIN
Jeff Teague,Andrew Wiggins,2018-19,MIN
Jeff Teague,Anthony Tolliver,2018-19,MIN
Jeff Teague,Derrick Rose,2018-19,MIN
Jeff Teague,Dario Saric,2018-19,MIN
Jeff Teague,Taj Gibson,2018-19,MIN
Jeff Teague,Tyus Jones,2018-19,MIN
Jeff Teague,Josh Okogie,2018-19,MIN
Jeff Teague,Karl-Anthony Towns,2018-19,MIN
Andrew Wiggins,Anthony Tolliver,2018-19,MIN
Andrew Wiggins,Derrick Rose,2018-19,MIN
Andrew Wiggins,Dario Saric,2018-19,MIN
Andrew Wiggins,Taj Gibson,2018-19,MIN
Andrew Wiggins,Tyus Jones,2018-19,MIN
Andrew Wiggins,Josh Okogie,2018-19,MIN
Andrew Wiggins,Karl-Anthony Towns,2018-19,MIN
Anthony Tolliver,Derrick Rose,2018-19,MIN
Anthony Tolliver,Dario Saric,2018-19,MIN
Anthony Tolliver,Taj Gibson,2018-19,MIN
Anthony Tolliver,Tyus Jones,2018-19,MIN
Anthony Tolliver,Josh Okogie,2018-19,MIN
Anthony Tolliver,Karl-Anthony Towns,2018-19,MIN
Derrick Rose,Dario Saric,2018-19,MIN
Derrick Rose,Taj Gibson,2018-19,MIN
Derrick Rose,Tyus Jones,2018-19,MIN
Derrick Rose,Josh Okogie,2018-19,MIN
Derrick Rose,Karl-Anthony Towns,2018-19,MIN
Dario Saric,Taj Gibson,2018-19,MIN
Dario Saric,Tyus Jones,2018-19,MIN
Dario Saric,Josh Okogie,2018-19,MIN
Dario Saric,Karl-Anthony Towns,2018-19,MIN
Taj Gibson,Tyus Jones,2018-19,MIN
Taj Gibson,Josh Okogie,2018-19,MIN
Taj Gibson,Karl-Anthony Towns,2018-19,MIN
Tyus Jones,Josh Okogie,2018-19,MIN
Tyus Jones,Karl-Anthony Towns,2018-19,MIN
Josh Okogie,Karl-Anthony Towns,2018-19,MIN
Jarrett Culver,D'Angelo Russell,2019-20,MIN
Jarrett Culver,Omari Spellman,2019-20,MIN
Jarrett Culver,Josh Okogie,2019-20,MIN
Jarrett Culver,Juancho Hernangomez,2019-20,MIN
Jarrett Culver,Malik Beasley,2019-20,MIN
D'Angelo Russell,Omari Spellman,2019-20,MIN
D'Angelo Russell,Josh Okogie,2019-20,MIN
D'Angelo Russell,Juancho Hernangomez,2019-20,MIN
D'Angelo Russell,Malik Beasley,2019-20,MIN
Omari Spellman,Josh Okogie,2019-20,MIN
Omari Spellman,Juancho Hernangomez,2019-20,MIN
Omari Spellman,Malik Beasley,2019-20,MIN
Josh Okogie,Juancho Hernangomez,2019-20,MIN
Josh Okogie,Malik Beasley,2019-20,MIN
Juancho Hernangomez,Malik Beasley,2019-20,MIN
Al Thornton,Andray Blatche,2009-10,WAS
Al Thornton,JaVale McGee,2009-10,WAS
Al Thornton,James Singleton,2009-10,WAS
Al Thornton,Fabricio Oberto,2009-10,WAS
Al Thornton,Earl Boykins,2009-10,WAS
Al Thornton,Quinton Ross,2009-10,WAS
Al Thornton,Randy Foye,2009-10,WAS
Al Thornton,Mike Miller,2009-10,WAS
Al Thornton,Nick Young,2009-10,WAS
Andray Blatche,JaVale McGee,2009-10,WAS
Andray Blatche,James Singleton,2009-10,WAS
Andray Blatche,Fabricio Oberto,2009-10,WAS
Andray Blatche,Earl Boykins,2009-10,WAS
Andray Blatche,Quinton Ross,2009-10,WAS
Andray Blatche,Randy Foye,2009-10,WAS
Andray Blatche,Mike Miller,2009-10,WAS
Andray Blatche,Nick Young,2009-10,WAS
JaVale McGee,James Singleton,2009-10,WAS
JaVale McGee,Fabricio Oberto,2009-10,WAS
JaVale McGee,Earl Boykins,2009-10,WAS
JaVale McGee,Quinton Ross,2009-10,WAS
JaVale McGee,Randy Foye,2009-10,WAS
JaVale McGee,Mike Miller,2009-10,WAS
JaVale McGee,Nick Young,2009-10,WAS
James Singleton,Fabricio Oberto,2009-10,WAS
James Singleton,Earl Boykins,2009-10,WAS
James Singleton,Quinton Ross,2009-10,WAS
James Singleton,Randy Foye,2009-10,WAS
James Singleton,Mike Miller,2009-10,WAS
James Singleton,Nick Young,2009-10,WAS
Fabricio Oberto,Earl Boykins,2009-10,WAS
Fabricio Oberto,Quinton Ross,2009-10,WAS
Fabricio Oberto,Randy Foye,2009-10,WAS
Fabricio Oberto,Mike Miller,2009-10,WAS
Fabricio Oberto,Nick Young,2009-10,WAS
Earl Boykins,Quinton Ross,2009-10,WAS
Earl Boykins,Randy Foye,2009-10,WAS
Earl Boykins,Mike Miller,2009-10,WAS
Earl Boykins,Nick Young,2009-10,WAS
Quinton Ross,Randy Foye,2009-10,WAS
Quinton Ross,Mike Miller,2009-10,WAS
Quinton Ross,Nick Young,2009-10,WAS
Randy Foye,Mike Miller,2009-10,WAS
Randy Foye,Nick Young,2009-10,WAS
Mike Miller,Nick Young,2009-10,WAS
Kevin Seraphin,Jordan Crawford,2010-11,WAS
Kevin Seraphin,Maurice Evans,2010-11,WAS
Kevin Seraphin,John Wall,2010-11,WAS
Kevin Seraphin,JaVale McGee,2010-11,WAS
Kevin Seraphin,Andray Blatche,2010-11,WAS
Kevin Seraphin,Cartier Martin,2010-11,WAS
Kevin Seraphin,Yi Jianlian,2010-11,WAS
Kevin Seraphin,Trevor Booker,2010-11,WAS
Kevin Seraphin,Nick Young,2010-11,WAS
Kevin Seraphin,Rashard Lewis,2010-11,WAS
Jordan Crawford,Maurice Evans,2010-11,WAS
Jordan Crawford,John Wall,2010-11,WAS
Jordan Crawford,JaVale McGee,2010-11,WAS
Jordan Crawford,Andray Blatche,2010-11,WAS
Jordan Crawford,Cartier Martin,2010-11,WAS
Jordan Crawford,Yi Jianlian,2010-11,WAS
Jordan Crawford,Trevor Booker,2010-11,WAS
Jordan Crawford,Nick Young,2010-11,WAS
Jordan Crawford,Rashard Lewis,2010-11,WAS
Maurice Evans,John Wall,2010-11,WAS
Maurice Evans,JaVale McGee,2010-11,WAS
Maurice Evans,Andray Blatche,2010-11,WAS
Maurice Evans,Cartier Martin,2010-11,WAS
Maurice Evans,Yi Jianlian,2010-11,WAS
Maurice Evans,Trevor Booker,2010-11,WAS
Maurice Evans,Nick Young,2010-11,WAS
Maurice Evans,Rashard Lewis,2010-11,WAS
John Wall,JaVale McGee,2010-11,WAS
John Wall,Andray Blatche,2010-11,WAS
John Wall,Cartier Martin,2010-11,WAS
John Wall,Yi Jianlian,2010-11,WAS
John Wall,Trevor Booker,2010-11,WAS
John Wall,Nick Young,2010-11,WAS
John Wall,Rashard Lewis,2010-11,WAS
JaVale McGee,Andray Blatche,2010-11,WAS
JaVale McGee,Cartier Martin,2010-11,WAS
JaVale McGee,Yi Jianlian,2010-11,WAS
JaVale McGee,Trevor Booker,2010-11,WAS
JaVale McGee,Nick Young,2010-11,WAS
JaVale McGee,Rashard Lewis,2010-11,WAS
Andray Blatche,Cartier Martin,2010-11,WAS
Andray Blatche,Yi Jianlian,2010-11,WAS
Andray Blatche,Trevor Booker,2010-11,WAS
Andray Blatche,Nick Young,2010-11,WAS
Andray Blatche,Rashard Lewis,2010-11,WAS
Cartier Martin,Yi Jianlian,2010-11,WAS
Cartier Martin,Trevor Booker,2010-11,WAS
Cartier Martin,Nick Young,2010-11,WAS
Cartier Martin,Rashard Lewis,2010-11,WAS
Yi Jianlian,Trevor Booker,2010-11,WAS
Yi Jianlian,Nick Young,2010-11,WAS
Yi Jianlian,Rashard Lewis,2010-11,WAS
Trevor Booker,Nick Young,2010-11,WAS
Trevor Booker,Rashard Lewis,2010-11,WAS
Nick Young,Rashard Lewis,2010-11,WAS
Trevor Booker,Chris Singleton,2011-12,WAS
Trevor Booker,Shelvin Mack,2011-12,WAS
Trevor Booker,Roger Mason Jr.,2011-12,WAS
Trevor Booker,John Wall,2011-12,WAS
Trevor Booker,Jordan Crawford,2011-12,WAS
Trevor Booker,Jan Vesely,2011-12,WAS
Trevor Booker,Kevin Seraphin,2011-12,WAS
Chris Singleton,Shelvin Mack,2011-12,WAS
Chris Singleton,Roger Mason Jr.,2011-12,WAS
Chris Singleton,John Wall,2011-12,WAS
Chris Singleton,Jordan Crawford,2011-12,WAS
Chris Singleton,Jan Vesely,2011-12,WAS
Chris Singleton,Kevin Seraphin,2011-12,WAS
Shelvin Mack,Roger Mason Jr.,2011-12,WAS
Shelvin Mack,John Wall,2011-12,WAS
Shelvin Mack,Jordan Crawford,2011-12,WAS
Shelvin Mack,Jan Vesely,2011-12,WAS
Shelvin Mack,Kevin Seraphin,2011-12,WAS
Roger Mason Jr.,John Wall,2011-12,WAS
Roger Mason Jr.,Jordan Crawford,2011-12,WAS
Roger Mason Jr.,Jan Vesely,2011-12,WAS
Roger Mason Jr.,Kevin Seraphin,2011-12,WAS
John Wall,Jordan Crawford,2011-12,WAS
John Wall,Jan Vesely,2011-12,WAS
John Wall,Kevin Seraphin,2011-12,WAS
Jordan Crawford,Jan Vesely,2011-12,WAS
Jordan Crawford,Kevin Seraphin,2011-12,WAS
Jan Vesely,Kevin Seraphin,2011-12,WAS
Nene,Martell Webster,2012-13,WAS
Nene,Trevor Ariza,2012-13,WAS
Nene,Trevor Booker,2012-13,WAS
Nene,Garrett Temple,2012-13,WAS
Nene,Jan Vesely,2012-13,WAS
Nene,AJ Price,2012-13,WAS
Nene,Kevin Seraphin,2012-13,WAS
Nene,John Wall,2012-13,WAS
Nene,Emeka Okafor,2012-13,WAS
Nene,Chris Singleton,2012-13,WAS
Nene,Cartier Martin,2012-13,WAS
Nene,Bradley Beal,2012-13,WAS
Martell Webster,Trevor Ariza,2012-13,WAS
Martell Webster,Trevor Booker,2012-13,WAS
Martell Webster,Garrett Temple,2012-13,WAS
Martell Webster,Jan Vesely,2012-13,WAS
Martell Webster,AJ Price,2012-13,WAS
Martell Webster,Kevin Seraphin,2012-13,WAS
Martell Webster,John Wall,2012-13,WAS
Martell Webster,Emeka Okafor,2012-13,WAS
Martell Webster,Chris Singleton,2012-13,WAS
Martell Webster,Cartier Martin,2012-13,WAS
Martell Webster,Bradley Beal,2012-13,WAS
Trevor Ariza,Trevor Booker,2012-13,WAS
Trevor Ariza,Garrett Temple,2012-13,WAS
Trevor Ariza,Jan Vesely,2012-13,WAS
Trevor Ariza,AJ Price,2012-13,WAS
Trevor Ariza,Kevin Seraphin,2012-13,WAS
Trevor Ariza,John Wall,2012-13,WAS
Trevor Ariza,Emeka Okafor,2012-13,WAS
Trevor Ariza,Chris Singleton,2012-13,WAS
Trevor Ariza,Cartier Martin,2012-13,WAS
Trevor Ariza,Bradley Beal,2012-13,WAS
Trevor Booker,Garrett Temple,2012-13,WAS
Trevor Booker,Jan Vesely,2012-13,WAS
Trevor Booker,AJ Price,2012-13,WAS
Trevor Booker,Kevin Seraphin,2012-13,WAS
Trevor Booker,John Wall,2012-13,WAS
Trevor Booker,Emeka Okafor,2012-13,WAS
Trevor Booker,Chris Singleton,2012-13,WAS
Trevor Booker,Cartier Martin,2012-13,WAS
Trevor Booker,Bradley Beal,2012-13,WAS
Garrett Temple,Jan Vesely,2012-13,WAS
Garrett Temple,AJ Price,2012-13,WAS
Garrett Temple,Kevin Seraphin,2012-13,WAS
Garrett Temple,John Wall,2012-13,WAS
Garrett Temple,Emeka Okafor,2012-13,WAS
Garrett Temple,Chris Singleton,2012-13,WAS
Garrett Temple,Cartier Martin,2012-13,WAS
Garrett Temple,Bradley Beal,2012-13,WAS
Jan Vesely,AJ Price,2012-13,WAS
Jan Vesely,Kevin Seraphin,2012-13,WAS
Jan Vesely,John Wall,2012-13,WAS
Jan Vesely,Emeka Okafor,2012-13,WAS
Jan Vesely,Chris Singleton,2012-13,WAS
Jan Vesely,Cartier Martin,2012-13,WAS
Jan Vesely,Bradley Beal,2012-13,WAS
AJ Price,Kevin Seraphin,2012-13,WAS
AJ Price,John Wall,2012-13,WAS
AJ Price,Emeka Okafor,2012-13,WAS
AJ Price,Chris Singleton,2012-13,WAS
AJ Price,Cartier Martin,2012-13,WAS
AJ Price,Bradley Beal,2012-13,WAS
Kevin Seraphin,John Wall,2012-13,WAS
Kevin Seraphin,Emeka Okafor,2012-13,WAS
Kevin Seraphin,Chris Singleton,2012-13,WAS
Kevin Seraphin,Cartier Martin,2012-13,WAS
Kevin Seraphin,Bradley Beal,2012-13,WAS
John Wall,Emeka Okafor,2012-13,WAS
John Wall,Chris Singleton,2012-13,WAS
John Wall,Cartier Martin,2012-13,WAS
John Wall,Bradley Beal,2012-13,WAS
Emeka Okafor,Chris Singleton,2012-13,WAS
Emeka Okafor,Cartier Martin,2012-13,WAS
Emeka Okafor,Bradley Beal,2012-13,WAS
Chris Singleton,Cartier Martin,2012-13,WAS
Chris Singleton,Bradley Beal,2012-13,WAS
Cartier Martin,Bradley Beal,2012-13,WAS
Andre Miller,Trevor Booker,2013-14,WAS
Andre Miller,Trevor Ariza,2013-14,WAS
Andre Miller,Nene,2013-14,WAS
Andre Miller,Bradley Beal,2013-14,WAS
Andre Miller,Garrett Temple,2013-14,WAS
Andre Miller,Kevin Seraphin,2013-14,WAS
Andre Miller,Marcin Gortat,2013-14,WAS
Andre Miller,Martell Webster,2013-14,WAS
Andre Miller,John Wall,2013-14,WAS
Trevor Booker,Trevor Ariza,2013-14,WAS
Trevor Booker,Nene,2013-14,WAS
Trevor Booker,Bradley Beal,2013-14,WAS
Trevor Booker,Garrett Temple,2013-14,WAS
Trevor Booker,Kevin Seraphin,2013-14,WAS
Trevor Booker,Marcin Gortat,2013-14,WAS
Trevor Booker,Martell Webster,2013-14,WAS
Trevor Booker,John Wall,2013-14,WAS
Trevor Ariza,Nene,2013-14,WAS
Trevor Ariza,Bradley Beal,2013-14,WAS
Trevor Ariza,Garrett Temple,2013-14,WAS
Trevor Ariza,Kevin Seraphin,2013-14,WAS
Trevor Ariza,Marcin Gortat,2013-14,WAS
Trevor Ariza,Martell Webster,2013-14,WAS
Trevor Ariza,John Wall,2013-14,WAS
Nene,Bradley Beal,2013-14,WAS
Nene,Garrett Temple,2013-14,WAS
Nene,Kevin Seraphin,2013-14,WAS
Nene,Marcin Gortat,2013-14,WAS
Nene,Martell Webster,2013-14,WAS
Nene,John Wall,2013-14,WAS
Bradley Beal,Garrett Temple,2013-14,WAS
Bradley Beal,Kevin Seraphin,2013-14,WAS
Bradley Beal,Marcin Gortat,2013-14,WAS
Bradley Beal,Martell Webster,2013-14,WAS
Bradley Beal,John Wall,2013-14,WAS
Garrett Temple,Kevin Seraphin,2013-14,WAS
Garrett Temple,Marcin Gortat,2013-14,WAS
Garrett Temple,Martell Webster,2013-14,WAS
Garrett Temple,John Wall,2013-14,WAS
Kevin Seraphin,Marcin Gortat,2013-14,WAS
Kevin Seraphin,Martell Webster,2013-14,WAS
Kevin Seraphin,John Wall,2013-14,WAS
Marcin Gortat,Martell Webster,2013-14,WAS
Marcin Gortat,John Wall,2013-14,WAS
Martell Webster,John Wall,2013-14,WAS
Drew Gooden,Bradley Beal,2014-15,WAS
Drew Gooden,Kris Humphries,2014-15,WAS
Drew Gooden,Kevin Seraphin,2014-15,WAS
Drew Gooden,Garrett Temple,2014-15,WAS
Drew Gooden,Rasual Butler,2014-15,WAS
Drew Gooden,Marcin Gortat,2014-15,WAS
Drew Gooden,Paul Pierce,2014-15,WAS
Drew Gooden,Ramon Sessions,2014-15,WAS
Drew Gooden,Nene,2014-15,WAS
Drew Gooden,Otto Porter Jr.,2014-15,WAS
Drew Gooden,John Wall,2014-15,WAS
Bradley Beal,Kris Humphries,2014-15,WAS
Bradley Beal,Kevin Seraphin,2014-15,WAS
Bradley Beal,Garrett Temple,2014-15,WAS
Bradley Beal,Rasual Butler,2014-15,WAS
Bradley Beal,Marcin Gortat,2014-15,WAS
Bradley Beal,Paul Pierce,2014-15,WAS
Bradley Beal,Ramon Sessions,2014-15,WAS
Bradley Beal,Nene,2014-15,WAS
Bradley Beal,Otto Porter Jr.,2014-15,WAS
Bradley Beal,John Wall,2014-15,WAS
Kris Humphries,Kevin Seraphin,2014-15,WAS
Kris Humphries,Garrett Temple,2014-15,WAS
Kris Humphries,Rasual Butler,2014-15,WAS
Kris Humphries,Marcin Gortat,2014-15,WAS
Kris Humphries,Paul Pierce,2014-15,WAS
Kris Humphries,Ramon Sessions,2014-15,WAS
Kris Humphries,Nene,2014-15,WAS
Kris Humphries,Otto Porter Jr.,2014-15,WAS
Kris Humphries,John Wall,2014-15,WAS
